COLLISION_ID,LOCATION,X,Y,LONGITUDE,LATITUDE,DATE,TIME,ENVIRONMENT,LIGHT,SURFACE_CONDITION,TRAFFIC_CONTROL,TRAFFIC_CONTROL_CONDITION,COLLISION_CLASSIFICATION,IMPACT_TYPE,NO_OF_PEDESTRIANS
17-8215,HOLLAND AVE @ KENILWORTH ST,365213.74151,5028495.83415,-75.72840294460,45.39379543660,2017-09-14,5:40:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
17-8216,VIEWMOUNT DR @ MERIVALE RD,365193.69710,5022948.73435,-75.72933705490,45.34388532380,2017-09-15,7:01:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-8217,CARLING AVE @ CROYDON AVE,360659.15850,5025041.80065,-75.78695956350,45.36309442230,2017-09-15,7:42:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-8218,EARL ARMSTRONG RD @ BOWESVILLE RD,372560.78539,5017440.46490,-75.63609190340,45.29365063100,2017-09-15,7:50:00 PM,01 - Clear,05 - Dusk,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
17-8219,NICHOLAS ST NB btwn HWY417 IC118 RAMP52 & WALLER ST/TRANSITWAY,368614.97511,5031618.81948,-75.68456287020,45.42159332890,2017-09-15,8:07:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-8220,TERREBONNE DR btwn MARYGROVE CIRC & MAITLAND AVE,364011.51350,5025059.84346,-75.74416833060,45.36298162180,2017-09-15,12:00:00 AM,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-8221,ANGLEHART AVE btwn WOODHAVEN HGTS & DES ARBRES ST,383042.92660,5036153.77449,-75.49950507910,45.46093019990,2017-09-15,8:53:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-8222,MISS OTTAWA ST @ MONTREAL RD,375797.72780,5034649.77964,-75.59235449820,45.44817205140,2017-09-15,11:39:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8223,ANDERSON RD btwn RUSSELL RD & HWY417 IC104 RAMP61,379937.96023,5026234.61794,-75.54071507220,45.37202539300,2017-09-16,2:59:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-8224,KING EDWARD AVE @ ST. PATRICK ST,368248.64374,5032823.56296,-75.68908823190,45.43246650720,2017-09-07,4:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-8225,PERTH ST btwn GAMBLE DR & SHEA RD,357510.84179,5006956.81134,-75.82906573420,45.20060659450,2017-09-16,10:00:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
17-8226,FALLOWFIELD RD @ WOODROFFE AVE,365085.15000,5017903.42669,-75.73133620100,45.29849745540,2017-09-16,10:02:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-8227,BRONSON AVE @ RENFREW AVE,367356.71160,5029550.84605,-75.70090201750,45.40309997710,2017-09-12,9:50:00 AM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,03 - P.D. only,04 - Sideswipe,0
17-8228,ST. LAURENT BLVD btwn DUNBARTON CRT & MONTREAL RD,371504.99734,5033909.04653,-75.64732750780,45.44193015910,2017-09-16,11:24:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-8229,WOODROFFE AVE btwn MEADOWLANDS DR/TALLWOOD DR & NORICE ST,363105.91302,5022605.04627,-75.75601675020,45.34096948830,2017-09-16,12:10:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
17-8230,RICHARDSON SIDE RD btwn DAVID MANCHESTER RD & WILLIAM MOONEY RD,344393.65840,5015481.12905,-75.99534272890,45.27817142330,2017-09-16,12:52:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
17-8231,AVONDALE AVE @ MELBOURNE AVE,363388.73501,5027520.77575,-75.75182544200,45.38517708880,2017-09-16,12:50:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
17-8232,O'CONNOR ST @ SOMERSET ST,367855.71010,5031012.84527,-75.69434144760,45.41620981890,2017-09-14,11:00:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,05 - Turning movement,0
17-8233,VIEWMOUNT DR @ MERIVALE RD,365193.25017,5022948.71886,-75.72934275900,45.34388522280,2017-09-15,3:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,02 - Non-fatal injury,03 - Rear end,0
17-8234,CHARLEMAGNE BLVD @ ORCHARDVIEW AVE,384506.30977,5037241.45808,-75.48061932200,45.47055073720,2017-09-16,2:26:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,07 - SMV other,0
17-8235,ALBERT ST @ O'CONNOR ST,367538.22460,5031521.28985,-75.69833279960,45.42081318030,2017-09-16,2:34:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-8236,ERINDALE DR @ BASELINE RD,363857.21873,5024575.75919,-75.74619556860,45.35863890750,2017-09-16,2:53:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
17-8237,BRIDGE ST/MAPLE AVE @ MANOTICK MAIN ST,368700.14983,5009932.16524,-75.68627312810,45.22645334610,2017-09-16,4:17:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8238,MISTRAL WAY btwn SONESTA CIRC & HUNTMAR DR,350323.63544,5016572.59337,-75.91966327950,45.28763380370,2017-09-16,4:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-8239,ST. JOSEPH BLVD/OLD MONTREAL RD @ TRIM RD,384681.24337,5039286.05360,-75.47804989110,45.48892604610,2017-09-16,4:25:00 PM,01 - Clear,01 - Daylight,01 - Dry,11 - Roundabout,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
17-8240,KANATA RD @ LORD BYNG WAY/MARITIME WAY,351430.39001,5019330.18952,-75.90529573850,45.31237482960,2017-09-16,5:33:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8241,FRANK KENNY RD btwn COLONIAL RD & HUISMANS RD,390553.54911,5031153.70510,-75.40435445970,45.41506366170,2017-09-16,5:52:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,04 - Sideswipe,0
17-8242,RICHMOND RD @ TWEEDSMUIR AVE,363519.69250,5028483.25976,-75.75003874080,45.39382639790,2017-09-16,6:42:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
17-8243,AIRPORT PKWY @ HUNT CLUB RD,371018.04949,5023704.07801,-75.65492116010,45.35015604880,2017-09-16,7:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,04 - Sideswipe,0
17-8244,NAVAHO DR @ WOODROFFE AVE/TRANSITWAY N BASELIN,362705.76853,5023493.98453,-75.76101809920,45.34900123520,2017-09-16,8:21:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
17-8245,DONALD ST @ VANIER PKWY,370312.18647,5032269.87534,-75.66279136380,45.42729438830,2017-09-16,8:26:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-8246,LAFONTAINE AVE @ MCARTHUR AVE,370949.72716,5032771.70179,-75.65457743390,45.43174960070,2017-09-16,9:39:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
17-8247,WINLOCK CRES btwn ELVASTON AVE & ELVASTON AVE,361603.47190,5021337.49498,-75.77533182170,45.32968735580,2017-09-16,11:28:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-8248,KILBIRNIE DR btwn GREENBANK RD & KILMARNOCK WAY,365492.82248,5011699.59063,-75.72689691330,45.24264038300,2017-09-17,12:41:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-8249,BLACKLEAF DR @ RANNOCH PRIV/SUNITA CRES S,365076.59100,5012462.18900,-75.73210592680,45.24953802850,2017-09-17,3:45:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,0
17-8250,BROOKFIELD RD btwn HUNTLEY AVE & CLEMENTINE BLVD,369494.08976,5026368.70893,-75.67401915140,45.37427387880,2017-09-17,6:24:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-8251,BAYCREST DR @ CEDARWOOD DR,371226.90031,5026791.92939,-75.65184099570,45.37791974490,2017-09-17,9:06:00 AM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,0
17-8252,MARCH RD btwn MURPHY CRT & MAXWELL RD,347876.44262,5025576.37438,-75.95007525550,45.36880670560,2017-09-17,11:02:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,05 - Turning movement,0
17-8253,CAMPEAU DR @ TERRY FOX DR,350457.03439,5019011.64994,-75.91773820330,45.30957248450,2017-09-17,11:33:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-8254,WEST HUNT CLUB RD @ WOODROFFE AVE,363669.73521,5021246.25005,-75.74898463090,45.32869605940,2017-09-17,11:51:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8255,CAHILL DR @ HUNT CLUB RD,372408.69049,5024542.03141,-75.63706112980,45.35756297390,2017-09-17,11:59:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8256,MONTREAL RD btwn BETHAMY LANE & OGILVIE RD,375626.06116,5034539.14285,-75.59456476060,45.44719402610,2017-09-17,12:07:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-8257,EARL GREY DR btwn 175 S OF KANATA AVE/WALMART SC & KANATA AVE,350953.66579,5019171.15530,-75.91139016660,45.31097529330,2017-09-17,1:27:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-8258,CAMBRIAN RD/GOLFLINKS DR W @ LONGFIELDS DR,365381.74236,5013222.25538,-75.72812615950,45.25635091030,2017-09-17,2:20:00 PM,01 - Clear,01 - Daylight,01 - Dry,11 - Roundabout,00 - Unknown,03 - P.D. only,04 - Sideswipe,0
17-8259,MONTREAL RD @ PARK ST,370515.13452,5033315.76963,-75.66005849620,45.43668586190,2017-09-17,2:50:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-8260,ALPINE AVE btwn CARLING AVE & ELMHURST ST,360534.77643,5024842.59820,-75.78856964000,45.36131190690,2017-09-17,1:55:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-8261,PINECREST RD/HWY 417 PINECRE IC129R63 @ TRANSI,360387.93982,5023678.32435,-75.79057471980,45.35084746270,2017-09-16,6:38:00 PM,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8262,ST. JOSEPH BLVD @ JEANNE D'ARC BLVD,379861.68925,5036471.81759,-75.54012923910,45.46414074310,2017-09-17,4:16:00 PM,01 - Clear,01 - Daylight,01 - Dry,11 - Roundabout,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-8263,ABBOTT ST @ STITTSVILLE MAIN ST,350248.58430,5013330.93900,-75.92091671700,45.25846917330,2017-09-16,12:45:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,99 - Other,0
17-8264,KHAMSIN ST btwn GALLANTRY WAY & GALLANTRY WAY,350809.06800,5016497.05700,-75.91348229850,45.28692249450,2017-09-17,6:17:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,99 - Other,0
17-8265,ALBERT ST @ O'CONNOR ST,367537.74671,5031519.85615,-75.69833908820,45.42080032320,2017-09-17,8:03:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,04 - Sideswipe,0
17-8266,BLEEKS RD @ DWYER HILL RD,346545.04840,5000872.60305,-75.96914682210,45.14659211550,2017-09-17,9:40:00 PM,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,07 - SMV other,0
17-8267,NAVAN RD @ PAGE RD,381658.80421,5032769.83305,-75.51772984460,45.43063785910,2017-09-18,5:00:00 AM,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,00 - Unknown,03 - P.D. only,07 - SMV other,0
17-8268,HIGHFIELD CRES btwn LOVITT RD & RICHMOND RD,359814.49467,5023868.03052,-75.79787148770,45.35259965640,2017-09-18,6:50:00 AM,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-8269,BLAIR RD @ OGILVIE RD,374508.20160,5033197.38026,-75.60904369050,45.43523397890,2017-09-17,11:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8270,BASELINE RD @ CLYDE AVE,364358.70335,5024890.51291,-75.73975726920,45.36142859690,2017-09-18,8:55:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8271,GLADSTONE AVE @ METCALFE ST,368229.75591,5030750.32965,-75.68959655650,45.41381398300,2017-09-18,8:56:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8272,CLAYMOR AVE @ MEADOWLANDS DR,366920.22750,5025322.76355,-75.70700919750,45.36509559780,2017-09-18,9:31:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
17-8273,GOSSET ST @ KENASTON ST,373030.21010,5031146.81575,-75.62821606760,45.41692978590,2017-09-18,10:08:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,00 - Unknown,03 - P.D. only,02 - Angle,0
17-8274,WOODROFFE AVE NB btwn TO BE DETERMINED & WEST HUNT CLUB RD,363662.01816,5021293.06048,-75.74907750430,45.32911790340,2017-09-18,10:18:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-8275,LAURIER AVE   E btwn RANGE RD & CHARLOTTE ST,369466.99598,5032480.16753,-75.67356366890,45.42926516830,2017-09-18,11:50:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-8276,MANOTICK MAIN ST btwn MAHOGANY HARBOUR LANE & ANTOCHI LANE,369637.74375,5009142.79921,-75.67443752300,45.21926499330,2017-09-18,12:22:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-8277,BELFAST RD @ ST. LAURENT BLVD,372860.24620,5030578.32305,-75.63046596760,45.41183130750,2017-09-18,1:36:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
17-8278,GREENVIEW AVE btwn DON ST & CARLING AVE,359919.76247,5024916.50711,-75.79641118530,45.36202556300,2017-09-18,2:06:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,01 - Approaching,0
17-8279,BANK ST btwn ARENA PL & WHITE ALDER AVE,375414.61172,5021483.88405,-75.59913558410,45.32975079290,2017-09-18,4:10:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-8280,BASELINE RD @ MERIVALE RD,365055.59025,5025324.84451,-75.73080963120,45.36527709060,2017-09-18,4:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8281,SPRATT RD btwn CANYON WALK DR & HOLLOW TRAIL GT,368720.50524,5016225.27881,-75.68520454530,45.28307638520,2017-09-18,5:03:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-8282,VIEWMOUNT DR @ MERIVALE RD,365194.14403,5022948.27194,-75.72933140920,45.34388112380,2017-09-18,1:50:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,03 - Rear end,0
17-8283,CEDARWOOD DR @ WALKLEY RD,371194.72860,5026455.74746,-75.65229692800,45.37489794930,2017-09-18,6:45:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
17-8284,RIVER RD @ RIDEAU RD,368048.29336,5012366.45727,-75.69426375190,45.24841584570,2017-09-18,7:00:00 PM,01 - Clear,05 - Dusk,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
17-8285,DOVERCOURT AVE btwn ROOSEVELT AVE & MELBOURNE AVE,363413.30104,5027339.56386,-75.75153328010,45.38354451630,2017-09-18,3:20:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
17-8286,WOODROFFE AVE/HWY 417 WOODROFF IC127R25 @ HWY,362180.56399,5024693.93101,-75.76758083280,45.35984143520,2017-09-18,7:27:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8287,PAUL ANKA DR @ UPLANDS DR,369457.24550,5023575.27695,-75.67485497620,45.34914276470,2017-09-18,7:30:00 PM,01 - Clear,05 - Dusk,01 - Dry,02 - Stop sign,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,0
17-8288,FRANK BENDER ST @ JEANNE D'ARC BLVD,381870.20425,5035884.12065,-75.51454073720,45.45863443290,2017-09-18,7:37:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-8289,WOODROFFE AVE @ GEORGINA DR/LENESTER AVE,361909.55780,5025369.95858,-75.77096161260,45.36594640760,2017-09-18,3:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8290,MARCH RD @ PETER ROBINSON RD,334998.13616,5015265.27364,-76.11510722040,45.27669537730,2017-09-18,8:08:00 PM,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,00 - Unknown,02 - Non-fatal injury,05 - Turning movement,0
17-8291,RIVERSIDE DR @ BROOKFIELD RD/HOG'S BACK RD,368167.71100,5026221.40418,-75.69097085770,45.37306967090,2017-09-18,8:21:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
17-8292,PINECREST RD @ RICHMOND RD,360072.67050,5024470.96595,-75.79450933050,45.35800455660,2017-09-18,11:01:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-8293,MEADOWLANDS DR    W btwn TURN LANE & MERIVALE RD,364813.82266,5023701.18739,-75.73409275830,45.35068840210,2017-09-19,6:50:00 AM,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
17-8294,CRESTHAVEN DR @ SUNVALE WAY,366747.83745,5015639.40000,-75.71042085600,45.27798130170,2017-09-19,7:23:00 AM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8295,CARLING AVE EB btwn BROADVIEW AVE & BOYD AVE,363319.64777,5026706.20399,-75.75280416090,45.37785346430,2017-09-19,7:46:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
17-8296,MEADOWLANDS DR btwn BROOK LANE & WITHROW AVE,363626.38086,5023043.31907,-75.74932403470,45.34486957760,2017-09-19,7:55:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,99 - Other,0
17-8297,TEMPLETON ST btwn NELSON ST & SWEETLAND AVE,369270.71412,5031630.71039,-75.67618305170,45.42164019600,2017-09-19,9:15:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-8298,LUMBERMAN WAY @ ORLEANS BLVD,380451.25670,5037241.83425,-75.53247254480,45.47100513960,2017-09-19,9:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
17-8299,BANK ST @ RIVERSIDE DR N,369224.28221,5027984.26285,-75.67725273740,45.38883499600,2017-09-19,10:08:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
17-8300,KING EDWARD AVE @ TEMPLETON ST,369059.23563,5031508.29176,-75.67890104480,45.42055817520,2017-09-19,11:10:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
17-8301,BESSERER ST @ WALLER ST,368316.93664,5032191.97780,-75.68829695870,45.42677753020,2017-09-19,12:33:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-8302,LAURIER AVE @ NICHOLAS ST,368372.69025,5031798.97996,-75.68763525830,45.42323640930,2017-09-19,12:55:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-8303,ELGIN ST @ LISGAR ST,368074.71120,5031345.33941,-75.69150086970,45.41918172050,2017-09-19,12:45:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8304,GREENBANK RD @ WEST HUNT CLUB RD,361478.72121,5020503.19605,-75.77701870040,45.32219042640,2017-09-19,1:36:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8305,JEANNE D'ARC BLVD @ OR174 IC105 RAMP52,379455.99325,5036916.59320,-75.54524889740,45.46818596980,2017-09-19,1:53:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,03 - Rear end,0
17-8306,DYNES RD @ PRINCE OF WALES DR,367114.71410,5025923.29365,-75.70445098940,45.37048177000,2017-09-19,2:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
17-8307,INNES RD btwn STONEHENGE CRES & STONEHENGE CRES,375355.61825,5031308.05718,-75.59848465590,45.41814992540,2017-09-13,5:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-8308,CATHERINE ST @ KENT ST,367908.66329,5030187.36966,-75.69377062740,45.40877767870,2017-09-19,3:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
17-8309,COBOURG ST @ ST. PATRICK ST,368802.46190,5033235.09598,-75.68195732630,45.43611885820,2017-09-19,3:29:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-8310,ALBERT ST @ EMPRESS AVE,366576.70100,5030720.32675,-75.71071835230,45.41369191220,2017-09-19,3:32:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-8311,FISHER AVE btwn 220 S OF TRENT ST & MCCOOEY LANE,365969.13965,5026490.74460,-75.71900446050,45.37568850330,2017-09-19,4:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
17-8312,HAZELDEAN RD @ TERRY FOX DR,352208.10358,5017243.04146,-75.89557726030,45.29354208650,2017-09-19,4:08:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8313,PRINCE OF WALES DR btwn MELFA CRES & NORMANDY CRES,367411.57789,5025367.70590,-75.70073181950,45.36545626150,2017-09-19,6:29:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-8314,ST. JOSEPH BLVD @ REGIONAL RD 174/TRANSITWAY,376555.83712,5035057.07850,-75.58260454840,45.45175924710,2017-09-19,3:50:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,03 - Rear end,0
17-8315,FOOTHILLS DR btwn GRANGEMILL AVE & REDFIELD AVE (2),358863.30896,5021213.58220,-75.81030027060,45.32878881820,2017-09-19,6:15:00 AM,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-8316,MEADOWLANDS DR/TALLWOOD DR @ WOODROFFE AVE,363056.75391,5022730.36189,-75.75662921050,45.34210115290,2017-09-19,4:47:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8317,DAVIDSON RD @ HAWTHORNE RD,376283.23160,5024509.27715,-75.58761841360,45.35688395600,2017-09-19,5:02:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-8318,GREENBANK RD @ JOCKVALE RD,364121.91369,5014331.32397,-75.74404382950,45.26643768750,2017-09-19,5:05:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
