name,latitude,longitude,elevation
DAVIDSON 30 NE,51.42,-105.8,640.1
DAVIN,50.38,-104.1,662
DAVIN 2,50.37,-104.18,662
DAVIN 3,50.4,-104.18,640.1
DAVIN 4,50.37,-104.2,662
DAVIN 5,50.37,-104.17,655.3
DAVIN 6,50.37,-104.15,648
DAVIN 7,50.38,-104.17,647.7
DILKE,50.87,-105.17,521.2
DIRT HILLS,50.07,-105.2,
DUFF,50.87,-103.08,584.6
DUVAL,51.18,-104.87,584
DYSART,51.12,-103.98,640.1
EDGELEY,50.6,-104.03,640.1
ELMORE,49,-101.63,495.3
ESK,51.8,-104.85,541.9
ESTEVAN,49.2,-103.07,566.3
ESTEVAN A,49.22,-102.97,580.3
ESTEVAN A,49.21,-102.97,580.3
ESTEVAN A,49.21,-102.97,580.3
ESTEVAN,49.22,-102.97,580.6
ESTLIN,50.25,-104.53,579.1
FARRERDALE,51.5,-105.85,524.3
FENWOOD,51.15,-103.07,624.8
FERTILE,49.34,-101.45,510.5
FILLMORE,49.88,-103.43,619
FLEMING CDA EPF,50.12,-101.53,541
FLEMING SOUTH,50.03,-101.58,571.5
FOAM LAKE,51.63,-103.53,558.4
FOAM LAKE,51.72,-103.55,544.1
FORT QU'APPELLE,50.78,-103.8,485.5
FRANCIS,50.12,-103.92,602.6
GAINSBOROUGH,49.3,-101.53,518.2
GLASNEVIN,49.48,-105.03,746.8
GLEN MORAY,50.77,-104.93,525.8
GOOD SPIRIT LAKE,51.5,-102.67,484
GRAYSON,50.7,-102.63,541
GRENFELL,50.42,-102.93,598.6
GUERNSEY,51.78,-105.28,526.1
GUERNSEY CDA EPF,51.82,-105.23,540.7
HANDSWORTH,49.83,-102.87,677.9
HARDY,49.33,-104.75,712.9
HEWARD,49.75,-103.15,624.8
HIRSCH,49.18,-102.6,573
HOLDFAST,51,-105.52,544.1
HUBBARD,51.1,-103.33,662.9
HUMBOLDT,52.2,-105.1,566.9
HUMBOLDT,52.27,-105.12,548.6
IMPERIAL,51.37,-105.53,556.3
INDIAN HEAD CDA,50.55,-103.65,579.1
INDIAN HEAD PFRA,50.5,-103.68,604.1
INSINGER,51.53,-102.98,521.2
INSINGER,51.53,-103.08,538.9
KAMSACK,51.57,-101.9,440.4
KELLIHER,51.26,-103.75,675.6
KENASTON,51.5,-106.27,616
KHEDIVE,49.6,-104.5,650.7
KIPLING,50.2,-102.73,671.2
KISBEY,49.55,-102.63,609.6
KIPLING SOUTH 21,49.92,-102.67,746.8
KRISTNES,51.73,-103.63,531.9
KRONAU,50.33,-104.3,594.4
KUROKI,52,-103.45,585.2
LAJORD,50.23,-104.15,594.4
LAKE ALMA,49.07,-104.25,723.9
LAMPMAN,49.45,-102.62,594.4
LANGBANK,50.15,-102.39,622
LANGENBURG,50.9,-101.72,516.6
LAST MOUNTAIN CS,51.42,-105.25,497
LEBRET,50.8,-103.73,548.6
LEMBERG,50.6,-103.25,587
LEMBERG,50.72,-103.32,617.5
LEROSS,51.3,-103.87,676.4
LEROY,52,-104.63,535.4
LESTOCK,51.28,-103.95,676.4
LIBERTY,51.13,-105.33,495.3
LIPTON,50.85,-103.77,602
LIPTON 2,51.15,-103.89,640
LORLIE,50.93,-103.28,579.1
LUMSDEN,50.65,-104.87,496.8
LUMSDEN 2,50.6,-104.97,563.9
LUMSDEN 3,50.6,-104.93,559.3
MACOUN,49.23,-103.23,571.2
MANOR,49.62,-102.1,632.5
MANOR,49.68,-102.1,655.3
MARGO,51.83,-103.33,544.1
MARQUIS,50.62,-105.7,598.6
MARYFIELD,49.83,-101.52,576.1
MAXIM,49.32,-103.97,612.6
MELVILLE,50.95,-102.8,557.8
MIDALE,49.38,-103.3,586.7
MIDALE,49.4,-103.4,581.6
MONTMARTRE,50.25,-103.47,678.2
MONTMARTRE,50.12,-103.55,658.4
MOOSE JAW A,50.33,-105.57,576.7
MOOSE JAW CS,50.33,-105.54,577
MOOSE JAW CHAB,50.38,-105.7,598.9
MOOSE JAW SNOW,50.34,-105.55,569
MOOSE MOUNTAIN PARK,49.83,-102.28,769.6
MOOSE MOUNTAIN RESERVOIR,49.88,-103.02,618.7
MOOSOMIN,50.13,-101.67,576.1
MORTLACH EXP ST,50.45,-106.05,605.9
MUENSTER,52.33,-105,580
NEUDORF,50.72,-103.52,605.6
NOKOMIS,51.52,-105,524.1
NORQUAY,51.87,-102.07,496
NORTHGATE,49,-102.27,560.8
ODESSA,50.33,-103.68,658.1
ORMISTON,49.72,-105.37,685.8
OSAGE,49.92,-103.6,603.5
OUNGRE,49.15,-103.75,604
OXBOW,49.32,-102.12,576
PANGMAN,49.65,-104.55,649.2
PARKBEG,50.47,-106.07,609.6
PARKERVIEW,51.4,-103.27,637
PARKERVIEW 2,51.43,-103.4,649
PASQUA,50.33,-105.35,570.6
PASWEGIN,51.98,-103.92,532.8
PENSE,50.42,-105,576.7
PENZANCE,51.08,-105.43,502.9
PREECEVILLE,51.95,-102.65,518.2
PREECEVILLE 2,51.82,-102.72,521.2
PUNNICHY,51.28,-104.3,644
QU'APPELLE,50.52,-103.88,649.8
QU'APPELLE 1,50.57,-103.98,662.9
QUILL LAKE,52.07,-104.23,487.7
QUINTON,51.35,-104.42,630
RADVILLE,49.5,-104.28,633
RADVILLE MURRAY,49.47,-104.28,701
RADVILLE 2,49.4,-104.4,696.2
RAYMORE,51.57,-104.58,563.9
REDVERS,49.58,-101.7,593.8
REDVERS,49.6,-101.72,595.9
REDVERS,49.53,-101.7,587
REGINA INT'L A,50.43,-104.67,577.6
REGINA CO-OP UPGRADER SNOW,50.49,-104.59,585
REGINA SIAST SNOW,50.41,-104.58,574
REGINA RCMP SNOW,50.45,-104.67,570
REGINA INTL A,50.43,-104.67,577.6
REGINA BUSCH,50.43,-104.67,577.29
REGINA CATHEDRAL,50.45,-104.65,579.1
REGINA CDA,50.4,-104.57,573
REGINA CITY GREENHOUSES,50.47,-104.6,579.1
REGINA EXP FARM SUBSTN,50.38,-104.58,579.1
REGINA GILMOUR,50.57,-104.83,556.3
REGINA HILLSDALE,50.42,-104.6,573
REGINA KING,50.52,-104.5,602
REGINA LEGISLATIVE GRNDS,50.43,-104.63,579.1
REGINA MEMORIAL GARDENS,50.43,-104.52,590.1
REGINA NORMANDY HEIGHTS,50.43,-104.63,573
REGINA RCS,50.43,-104.67,577.3
REGINA SOUTH HILLSDALE,50.42,-104.6,573
REGINA TRANSCONA,50.47,-104.67,579.1
REGINA WATERWORKS,50.53,-104.48,602
REGINA WHITMORE,50.4,-104.6,574.5
ROCANVILLE,50.47,-101.55,478.5
ROWANS RAVINE PARK,0,0,0
ROWATT,50.22,-104.67,586.7
SALTCOATS,50.97,-102.27,522.7
SEDLEY,50.17,-104.18,597.4
SEDLEY,50.12,-104.1,590.1
SEMANS,51.42,-104.73,562.4
SERATH,51.17,-104.4,622.1
SINTALUTA,50.48,-103.38,607.5
SPALDING,52.37,-104.37,578.1
SPY HILL,50.62,-101.55,487.7
STOCKHOLM,50.65,-102.38,541
STORNOWAY,51.3,-102.03,525.8
STRASBOURG,51.07,-104.95,544.1
STRASBOURG EXP ST,51.08,-104.98,548.3
SUMMERBERRY,50.48,-103.07,573
THEODORE,51.5,-102.97,526.4
TOGO,51.4,-101.58,559
TORQUAY,49.08,-103.5,586.7
TREGARVA,50.65,-104.67,594.4
TRIBUNE,49.25,-103.83,607.2
TUGASKE,50.88,-106.3,607.2
TUGASKE CDA EPF,50.9,-106.3,605.3
TYVAN,50,-103.68,607
VEREGIN,51.63,-102.15,473
WALDRON,50.87,-102.47,530
WAPELLA,50.18,-102.13,602
WAPELLA NEWFINLAND,50.45,-101.93,574.9
WAPELLA PIPESTONE,50.13,-102.05,609
WAPELLA ST PAULS,50.2,-101.98,586.4
WARMLEY,49.82,-102.67,780.3
WATROUS,51.67,-105.47,541
WATROUS EAST,51.67,-105.4,525.6
WATROUS 2,51.67,-105.47,543.5
WAWOTA,49.93,-101.97,643.1
WAWOTA EXP ST,49.92,-102.03,662.3
WEYBURN,49.65,-103.83,569.7
WEYBURN 2,49.67,-103.85,570
WHITEWOOD,50.35,-102.27,598.3
WILCOX,50.17,-104.33,585.2
WILLMAR,49.42,-102.5,594.4
WISHART,51.57,-104.12,647.7
WOLSELEY,50.3,-103.15,670.6
WOLSELEY,50.43,-103.28,594.1
WYNYARD,51.77,-104.2,560.8
YARBO,50.72,-101.9,511.1
YELLOW GRASS,49.82,-104.18,579.7
YELLOW GRASS NORTH,49.82,-104.18,578
YORKTON,51.18,-102.52,497.7
YORKTON,51.26,-102.46,498.4
YORKTON,51.26,-102.46,498.3
YORKTON A,51.27,-102.47,498.3
TONKIN,51.2,-102.23,526.7
YORKTON AWOS,51.27,-102.47,498.3
YORKTON,51.26,-102.46,498.3
YORKTON CDA EPF,51.13,-102.42,503.8
YORKTON RCMP SNOW,51.21,-102.46,503
WYNYARD (AUT),51.77,-104.2,560.1
ZEHNER,50.63,-104.4,682.8
REGINA UNIVERSITY,50.42,-104.58,573
STOUGHTON,49.62,-103.07,610
WEYBURN,49.7,-103.8,588.6
BROADVIEW,50.38,-102.68,600.1
CUTBANK,51.29,-106.85,574.8
REGINA COTE,50.43,-104.67,577.3
ABBEY,50.7,-108.78,694.9
ALSASK,51.42,-109.9,661.4
ALSASK HARDENE,51.33,-109.85,658.4
ANEROID,49.72,-107.3,754.1
ASSINIBOIA,49.73,-105.97,723.9
ASSINIBOIA AIRPORT,49.73,-105.95,725.5
BEECHY,50.83,-107.31,659.9
BIRSAY,51.15,-106.88,589.8
BIRSAY,51.08,-106.97,594.4
BISHOPRIC,50,-105.78,679.7
BLUMENHOF,50.03,-107.77,899.2
CABRI,50.52,-108.45,678.2
CADILLAC,49.72,-107.75,784.9
CARMICHAEL,50.05,-108.65,807.4
CARMICHAEL EXP ST,50.05,-108.65,807.4
CHAPLIN,50.47,-106.65,671.5
CODERRE,50.13,-106.37,684.9
CONGRESS,49.77,-106.12,719.9
COURVAL,50.17,-106.25,666.3
COURVAL,50.18,-105.88,693.4
CYPRESS HILLS,49.67,-109.47,1196
DEMAINE CDA EPF,50.9,-107.25,697.1
EASTLEIGH,50.28,-106.18,709
ELBOW CS,51.13,-106.58,595
ELBOW,51.12,-106.6,588.3
ELBOW,51.13,-106.58,594.7
ELBOW 2 NE,51.17,-106.55,605.3
ELROSE,51.13,-108.03,609.9
ESTON,51.15,-108.77,680
FLINTOFT,49.45,-106.23,800.1
FOX VALLEY,50.4,-109.43,708.7
GARDEN HEAD,49.82,-108.57,905.3
GILROY CDA EPF,50.83,-106.73,646.5
GLENTWORTH,49.45,-106.67,609.6
GOLDEN PRAIRIE,50.18,-109.8,746.6
GRAVELBOURG,49.88,-106.55,700.1
GRAVELBOURG CDA EPF,49.87,-106.72,700.1
ELBOW RADAR,51.13,-106.58,594.6
GULL LAKE,50.27,-108.55,762
GULL LAKE CDA EPF,49.95,-108.47,906.8
HAZENMORE,49.58,-107.1,739.1
HERBERT,50.43,-107.22,701
HERBERT 2,50.47,-107.27,710
HIGH POINT,50.98,-107.94,647
HODGEVILLE,50.12,-106.97,696.5
HODGEVILLE 2,49.98,-106.93,723.9
HUGHTON,51.23,-107.92,612.6
ILLERBRUN,49.88,-108.37,891.5
INGEBRIGHT LAKE,50.37,-109.35,701
INSTOW,49.72,-108.28,903.4
KINCAID,49.67,-107,739.1
KLINTONEL,49.68,-108.92,1074.4
KYLE CDA EPF,50.73,-108.02,685.8
KYLE I,50.87,-107.93,640.1
KYLE SOUTH,50.7,-108.22,662.9
LAFLECHE,49.65,-106.57,750
LEADER,50.88,-109.55,671.2
LEADER 2,50.88,-109.53,673.6
LIMERICK,49.5,-106.25,759
LUCKY LAKE,50.95,-107.15,664.7
LUCKY LAKE,50.97,-107.12,641
MACRORIE,51.32,-107.08,696.8
MAPLE CREEK,49.9,-109.47,766.7
MAPLE CREEK,49.9,-109.48,763.5
MAPLE CREEK NORTH,50,-109.47,764.1
MAPLE CREEK CDA EPF,49.82,-109.67,762
MAPLE CREEK H S,49.9,-109.48,767
MATADOR,50.7,-107.72,676
MATADOR,50.8,-107.88,670.6
MITCHELLTON,49.97,-105.63,716.3
NEIDPATH,50.22,-107.1,777.2
NEVILLE,49.97,-107.58,853.4
PALMER,49.87,-106.35,727
PAMBRUN CDA EPF,50,-107.43,777.2
PENNANT,50.53,-108.23,730
PORTREEVE,50.88,-109.05,677.9
READLYN,49.58,-105.67,676.4
RICHLEA,51.15,-108.6,678.2
RIVERHURST,50.92,-106.87,646.5
ROADENE,50.48,-108.75,723
ROCK POINT,51.15,-107.26,725.1
RUSH LAKE,50.4,-107.4,712
SANCTUARY,51.03,-108.05,609.6
SHACKLETON CDA EPF,50.68,-108.68,708.7
SHAMROCK,50.18,-106.72,741
SHAUNAVON,49.65,-108.4,917.4
SHAUNAVON CDA EPF,49.75,-108.42,908.3
SHAUNAVON 2,49.65,-108.42,914.4
SHAUNAVON 3,49.9,-108.42,892
STEWART VALLEY,50.6,-107.8,727
STRONGFIELD,51.33,-106.6,613.6
SURPRISE,50.3,-109.98,762
SWIFT CURRENT,50.33,-107.75,743.7
SWIFT CURRENT,50.29,-107.69,816.9
SWIFT CURRENT A,50.3,-107.68,816.86
SWIFT CURRENT (AUT),50.27,-107.73,826
SWIFT CURRENT CDA SRL,50.28,-107.75,761.7
SWIFT CURRENT CDA,50.27,-107.73,825
TOMPKINS,50.05,-108.8,811
VALJEAN,50.38,-106.55,670.6
WAPASHOE,50.07,-109.38,731.5
WOOD MOUNTAIN,49.33,-106.25,845.8
WOODROW,49.57,-106.78,730
LAPORTE,51.22,-109.52,736.1
LEADER AIRPORT,50.91,-109.5,675.5
BENGOUGH,49.38,-105.13,688.7
BIG BEAVER,49.02,-105.02,742.9
BRACKEN CDA EPF,49.2,-108.1,888.2
BRACKEN NORTH,49.38,-108.12,914.4
CHAMBERY,49.37,-108.43,929.6
CLAYDON,49.13,-109.1,975
CLIMAX,49.2,-108.38,939
CONSUL,49.3,-109.52,930.9
CONSUL,49.3,-109.48,941.5
CORONACH,49.12,-105.52,772.9
CORONACH,49.27,-105.6,831
CORONACH SPC,49.05,-105.48,756
CYPRESS HILLS PARK,49.64,-109.51,1270.6
CYPRESS HILLS PARK,49.67,-109.48,1371.6
EASTEND CDA EPF,49.52,-108.75,912.9
EASTEND CDA EPF SOUTH,49.37,-108.77,914.4
EASTEND CYPRESS (AUT),49.44,-108.99,1079.6
EASTEND 2,49.52,-108.82,914.4
EAST POPLAR RIVER,49,-105.42,739.1
FLAP JACK,49.53,-109.88,1036.3
FORT WALSH,49.47,-109.57,1104.6
FRENCHMAN VALLEY,49.38,-107.78,823
FRONTIER,49.2,-108.57,901
LIDGETT,49.3,-106.58,914.4
LISIEUX,49.27,-105.98,817.2
MANKOTA,49.1,-107.02,830
MANKOTA 2,49,-106.95,785.2
MERRYFLAT,49.47,-109.77,1036.3
MINTON,49.17,-104.58,695
NASHLYN,49.2,-109.52,944.9
RAVENSCRAG,49.48,-109.08,953.1
ROBSART,49.38,-109.35,961.9
ROCKGLEN (AUT),49.17,-105.98,917
SENATE,49.27,-109.7,967.7
TREELON,49,-108.38,902
VAL-MARIE,49.37,-107.85,808
VAL-MARIE EXP ST,49.25,-107.65,793.1
VAL MARIE SOUTHEAST,49.06,-107.59,796
VICEROY CDA EPF,49.52,-105.37,725.4
VICEROY EXP ST,49.52,-105.35,725.4
VIDORA,49.35,-109.5,944.9
WEST POPLAR RIVER,49,-106.38,876
WILLOW CREEK,49.02,-109.92,833.3
WILLOW CREEK,49.08,-109.82,861
WOODLOT,49.57,-109.93,1009.2
ALSASK,51.38,-110,701
ANGLIA,51.57,-108.17,567.2
ARTLAND,52.78,-109.9,640.1
BAD LAKE IHD 102,51.32,-108.42,637
BATTLEFORD,52.68,-108.33,493.8
BATTLEFORDS UNION HOSPITAL SNOW,52.77,-108.29,529
BICKLEIGH,51.29,-108.41,676.4
BIGGAR,52.07,-107.98,670.6
BUTTE ST PIERRE,53.45,-109.2,571.5
CANDO,52.4,-108.12,716.3
CANDO,52.4,-108.27,710
CARRUTHERS,52.9,-109.18,643.1
DENZIL,52.3,-109.58,696
EDAM,53.18,-108.77,549
FRENCHMAN BUTTE,53.58,-109.63,549.9
GLASLYN CDA EPF,53.33,-108.27,689.8
GLASLYN CDA,53.32,-108.68,609.6
GLASLYN 2,53.42,-108.13,690.1
GLENBUSH,53.23,-108,688.5
GLENBUSH,53.1,-108.03,632.2
HERSCHEL,51.68,-108.3,609.6
HERSCHEL,51.63,-108.37,582.2
HILLMOND,53.44,-109.72,583.6
HILLMOND 2,53.43,-109.72,609.6
KELFIELD,52,-108.58,684.9
KERROBERT,51.97,-109.05,666.4
KINDERSLEY,51.47,-109.15,680.6
KINDERSLEY A,51.52,-109.18,693.7
KINDERSLEY A,51.52,-109.18,693.72
KINDERSLEY A,51.52,-109.18,693.7
KINDERSLEY CDA EPF,51.5,-109.17,680.6
KINDERSLEY KY,51.47,-109.17,683.4
LASHBURN,53.03,-109.55,594.4
LASHBURN 1,53.12,-109.63,617.2
LLOYDMINSTER,53.3,-110,646.2
LLOYDMINSTER 12E,53.28,-109.67,647.7
LOVERNA CDA EPF,51.65,-110,689.2
LUSELAND,52.08,-109.4,701.3
MACKLIN,52.33,-109.95,667.2
MACKLIN,52.33,-109.95,670.7
MAIDSTONE,53.08,-109.3,591.6
MAYMONT,52.6,-107.65,563.9
MEDSTEAD,53.35,-108.03,699.5
NEILBURG,52.8,-109.6,668.1
NORTH BATTLEFORD A,52.77,-108.26,548.33
NORTH BATTLEFORD,52.77,-108.25,548
NORTH BATTLEFORD RCS,52.77,-108.26,548
ONION LAKE,53.87,-109.98,
NORTH BATTLEFORD,52.77,-108.24,548.3
PAYNTON,53.02,-108.95,560.8
PRINCE,52.97,-108.37,536.1
PRONGUA,52.73,-108.55,563
RABBIT LAKE,53.1,-107.87,704.1
ROSETOWN,51.62,-108.02,586.1
ROSETOWN CDA EPF,51.52,-107.88,591.3
ROSETOWN EAST,51.57,-107.92,586
RUDDELL,52.58,-107.85,538
RUTHILDA,51.9,-108.52,694.9
ST DONATUS,51.98,-109.9,745
ST WALBURG,53.63,-109.22,640.4
ST WALBURG,53.72,-109.15,662.9
SALT LAKE,52.3,-109.5,725.4
SCOTSTOWN,52.38,-109.4,685
SCOTT CDA,52.36,-108.83,659.6
SCOTT CS,52.36,-108.83,659.6
SMILEY,51.63,-109.47,697.7
SONNINGDALE,52.32,-107.77,716.3
SOVEREIGN,51.5,-107.75,585.2
SOVEREIGN,51.52,-107.72,586.7
SPRUCE LAKE,53.53,-109.08,603.8
STRANRAER,51.7,-108.52,640.8
TURTLEFORD,53.4,-108.95,586.7
TURTLEFORD CDA EPF,53.45,-109,586.7
UNITY,52.42,-109.08,640.1
UNITY SOUTH,52.23,-109.2,655.3
WASECA,53.13,-109.4,638
WASECA RCS,53.13,-109.41,640
ABERDEEN,52.4,-106.17,518.2
AMYOT LAKE,53.7,-106.68,
ASQUITH,52.13,-107.23,519.4
BEATTY,52.87,-104.85,451.1
BEAVER CREEK,51.97,-106.7,487.7
BIRCH HILLS,53,-105.48,459.9
BLACKSTRAP,51.78,-106.4,536.4
BLAINE LAKE,52.77,-106.9,518.2
BORDEN 18N,52.55,-107.23,541.02
CAMEO,53.28,-106.55,487.7
CARLTON,52.8,-106.57,520.6
COLONSAY,51.93,-105.77,542.5
CONQUEST,51.52,-107.25,571.2
CUDWORTH,52.48,-105.73,572.4
DANA CFB,52.28,-105.77,616.6
DELISLE,51.95,-107.15,525.8
DINSMORE,51.32,-107.33,644
DONAVON,51.8,-107.18,533.4
DUNDURN,51.8,-106.5,529.4
ETHELTON,52.77,-104.9,466
FOXFORD,53.42,-105.12,467.9
GATEHOUSE,53.58,-106.05,
GLENSIDE,51.47,-106.83,568
GRASSWOOD,52.07,-106.63,502.9
HAFFORD,52.72,-107.37,587
HAGUE,52.5,-106.48,520
HALCYONIA,52.5,-107.08,548.6
HARRIS,51.73,-107.58,577.6
HENRIBOURG,53.43,-105.58,477
HENRIBOURG CDA EPF,53.37,-105.6,464.8
HOEY,52.85,-105.78,473
HOLBEIN,53.23,-106.15,488
KINISTINO,52.95,-105.02,462.7
KRYDOR,52.7,-107.03,594.4
LEASK,53.02,-106.75,525.8
LEASK,53.07,-106.98,559
LENEY,51.88,-107.52,555.7
MACDOWALL,53.02,-106.02,477
MARCELIN,52.92,-106.8,522.7
MARTENSVILLE,52.33,-106.67,520
MELFORT,52.82,-104.6,490
MELFORT,52.87,-104.6,462.7
MELFORT CDA,52.82,-104.6,480.1
MERIDIAN,53.6,-106.05,570
MILDEN,51.43,-107.5,577.6
MUSKIKI SPRINGS,52.32,-105.68,544.7
NORTHSIDE,53.53,-105.77,493.8
OSLER 6 N,52.42,-106.5,519.1
OUTLOOK,51.48,-107.05,540.7
OUTLOOK 2,51.62,-106.95,540.1
OUTLOOK PFRA,51.48,-107.05,541
PARKSIDE CDA EPF,53.23,-106.58,514.5
PILGER,52.42,-105.15,552
PILGER,52.42,-105.15,552
PRINCE ALBERT,53.17,-105.75,436.5
PRINCE ALBERT A,53.22,-105.67,428.2
PRINCE ALBERT A,53.21,-105.67,428.2
PRINCE ALBERT GLASS FIELD,53.21,-105.68,425.45
PRINCE ALBERT WEYERHAEUSER SNOW,53.26,-105.55,438
RADISSON 1,52.4,-107.42,520
RADISSON 2,52.47,-107.47,542.5
ROSTHERN,52.67,-106.33,509.6
ST LOUIS,52.92,-105.8,440.4
SASKATOON,52.12,-106.65,502.9
SASKATOON DIEFENBAKER INT'L A,52.17,-106.72,504.1
SASKATOON CALDER CENTRE SNOW,52.1,-106.61,510
SASK POWER FLETCHER ROAD SNOW,52.11,-106.71,485
SASKATOON CENTRAL AVE,52.1,-106.6,521.2
SASKATOON INTL A,52.17,-106.7,504.1
SASKATOON KERNEN FARM,52.15,-106.55,510
SASKATOON KERNEN FARM CS,52.15,-106.55,510
SASKATOON NATIONAL HYDROLOGY SNOW,52.14,-106.62,506
SASKATOON NRC,52.13,-106.63,515.1
SASKATOON RCS,52.17,-106.72,504.1
SASKATOON 1,52.17,-106.68,503.8
SASKATOON 2,52.12,-106.67,491
SASKATOON SRC,52.15,-106.6,496.8
SASKATOON U OF S,52.13,-106.63,515.1
SASKATOON WATER TP,52.12,-106.68,483.1
STAR CITY,52.87,-104.33,465
STAR CITY CDA EPF,52.72,-104.33,469.1
STURGEON CROSSING,53.73,-106.72,491.9
SURBITON,51.33,-107.23,655.3
SUTHERLAND,52.15,-106.58,506.6
VALLEY PARK,51.88,-106.82,525.8
VANSCOY UPPER AIR,52.02,-107.03,510
VANSCOY COMINCO,52.02,-107.1,505
VISCOUNT,51.95,-105.63,547.1
VONDA,52.32,-106.1,529
WAKAW,52.65,-105.72,511.1
WEIRDALE,53.45,-105.25,474
WELDON,53.03,-105.1,455.7
ZELMA,51.8,-105.93,541
LANGHAM 2W,52.37,-107.02,502.9
CANDLE LAKE,53.75,-105.27,494.7
BEACON HILL,54.34,-109.63,533.4
BEARTOOTH ISLAND,59.22,-109.7,238
BIG RIVER,53.83,-107.03,502.9
BIG RIVER EXP ST,53.85,-107,485.2
BITTERN CREEK,53.98,-105.87,518.2
BRABANT LAKE,56.12,-103.75,381
BUFFALO NARROWS,55.87,-108.48,421.2
BUFFALO NARROWS,55.85,-108.47,422.5
BUFFALO NARROWS A,55.83,-108.43,433.73
BUFFALO NARROWS (AUT),55.84,-108.42,440.1
BUFFALO NARROWS A,55.84,-108.42,433.7
BUFFALO NARROWS A,55.84,-108.42,433.7
CARSWELL LAKE,58.53,-109.48,330.1
CIGAR LAKE,58.08,-104.48,467
CLUFF LAKE,58.37,-109.52,330.1
CLUFF LAKE AUTO,58.39,-109.52,338.9
COLLINS BAY SK,58.23,-103.68,412.6
COLLINS BAY,58.19,-103.71,490.1
COLLINS BAY,58.18,-103.7,491.9
COLLINS BAY CAMECO,58.18,-103.7,490.1
CONTACT LAKE,55.43,-104.87,365.8
CREE LAKE 2,57.38,-106.67,478.5
CREE LAKE,57.35,-107.13,494.6
DAWN LAKE,58.3,-103.95,450
DIVIDE,53.9,-108.45,731.5
DORE LAKE,54.62,-107.4,463.9
DORINTOSH,54.32,-108.7,502.9
FOND DU LAC,59.33,-107.17,210.3
FOSTER LAKE,56.8,-105.35,513.9
GEIKIE RIVER,57.7,-103.95,412
GOODSOIL,54.4,-109.23,506
GREEN LAKE,54.28,-107.78,467.9
ILE A LA CROSSE,55.45,-107.87,420.6
ISLAND FALLS,55.53,-102.35,299.3
ISLAND FALLS 2,55.58,-102.43,
ISLAND FALLS (AUT),55.53,-102.35,297.4
JIMMY LAKE,54.9,-109.97,636.2
JIMMY LAKE AWOS,54.91,-109.96,637.1
KEELEY LAKE,54.87,-108.17,457.2
KEY LAKE,57.25,-105.6,513.9
KEY LAKE,57.25,-105.62,509
KEY LAKE,57.26,-105.62,513.9
KEY LAKE A,57.25,-105.6,513.89
KINGSMERE,54.13,-106.45,
KINOOSAO,57.08,-102.02,350.8
LAC LA RONGE,55.13,-105.33,365.8
LA RONGE RCS,55.15,-105.27,378.6
LA RONGE A,55.15,-105.27,379.2
LA RONGE A,55.15,-105.27,379.2
LEOVILLE,53.55,-107.57,606.6
LOON LAKE,54.03,-109.03,594.4
LOON LAKE CDA EPF,54.05,-109.1,542.8
LOON LAKE RCS,54.02,-109.14,545.6
MCLENNAN LAKE,55.92,-104.3,418
MEADOW LAKE,54.13,-108.43,481.3
MEADOW LAKE A,54.13,-108.05,480.7
MEADOW LAKE A,54.13,-108.52,480.67
MEADOW LAKE 2,54.13,-108.43,493.8
MEADOW LAKE A,54.13,-108.52,480.7
MILDRED,53.33,-107.25,617
MISSINIPE,55.6,-104.77,355
MOLANOSA,54.5,-105.53,508.4
MONTREAL LAKE,53.62,-105.67,490.4
OTTER RAPIDS,55.65,-104.73,358
PIERCELAND,54.35,-109.75,548.6
PIERCELAND EXP ST,54.4,-109.75,548.6
SMOOTH STONE RIVER,55.15,-106.27,434.3
SOUTHEND,56.33,-103.28,344.1
SOUTH MONTREAL LAKE DNR,54.05,-105.8,490.1
SPIRITWOOD,53.37,-107.53,589
SPIRITWOOD WEST,53.37,-107.55,584.3
STANLEY,55.42,-104.57,350.5
STONY RAPIDS,59.25,-105.83,224.9
STONY RAPIDS,59.25,-105.84,244.15
STONY RAPIDS A,59.25,-105.83,245.4
URANIUM CITY A,59.57,-108.48,318.2
VICTOIRE,53.48,-107.03,521.2
WASKESIU LAKE,53.92,-106.07,569.4
WASKESIU LAKE,53.92,-106.08,532.2
WHITESAND DAM,56.23,-103.15,344
WITCHEKAN,53.48,-107.55,579.1
WOLLASTON LAKE,58.12,-103.2,414.5
WOLLASTON LAKE,58.05,-103.17,396.2
MEADOW LAKE,54.13,-108.52,481
URANIUM CITY (AUT),59.57,-108.48,318.2
AYLSHAM,53.2,-103.8,362.1
CARROT RIVER EXP ST,53.33,-103.52,
CHOICELAND,53.5,-104.48,442
CODETTE ELKHORN,53.25,-104.17,398.1
CONNELL CREEK EXP ST,53.15,-103.32,
CROOKED RIVER,52.85,-103.73,465.4
CUB HILLS,54.28,-104.55,716.3
CUMBERLAND HOUSE,53.97,-102.3,271.3
CUMBERLAND HOUSE,53.95,-102.27,268.2
CUMBERLAND HOUSE 2,53.92,-102.37,268.8
DESCHAMBAULT LAKE,54.67,-103.4,373
LOST RIVER,53.28,-104.33,374.9
MILE 97,54.6,-104.22,424
NIPAWIN A,53.33,-104,371.9
NIPAWIN 2,53.35,-104.02,358.4
NIPAWIN AWOS,53.33,-104,371.9
NIPAWIN,53.33,-104.02,371.9
NIPAWIN,53.33,-104.01,371.9
